Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,PSCH,PSCD,PSCA,text,preview_date,home_team,away_team,url
E0,2012-11-17,west brom,chelsea,2,1,H,1,1,D,M Oliver,8,19,6,12,7,13,0,12,0,0,0,0,3.75,3.5,2.0,4.1,3.7,1.91,4.1,3.7,1.91,3.7,3.35,1.95,3.8,3.6,1.91,3.89,3.71,2.02,4.0,3.3,1.95,4.0,3.75,1.9,3.9,3.6,2.0,3.75,3.6,1.91,38,4.0,3.78,3.81,3.52,2.04,1.97,35,1.74,1.69,2.3,2.16,21,0.5,1.92,1.86,2.05,1.97,3.72,3.6,2.1,"Given Roberto Di Matteo is facing the club that sacked him and Steve Clarke coming up against one he used to play for and coach at, it is no surprise that the respective managers, who also happen to be former Stamford Bridge team-mates, took centre stage ahead of this match. Yet the real intrigue lies in the form of both teams, with Chelsea arriving at The Hawthorns having failed to win any of their past three league games and the hosts looking to win their third match in a row and subsequently move within a point of the European champions. Sachin Nakrani",2012-11-16,west brom,chelsea,https://www.theguardian.com/football/2012/nov/16/west-brom-chelsea-squad-sheets
E0,2012-11-18,fulham,sunderland,1,3,A,0,0,D,L Probert,18,12,13,9,9,13,4,4,1,3,1,0,1.67,3.75,5.25,1.75,3.6,5.25,1.75,3.6,5.25,1.75,3.5,4.5,1.73,3.5,5.0,1.74,3.94,5.2,1.73,3.6,5.0,1.73,3.8,4.8,1.73,3.9,5.2,1.67,3.75,5.0,38,1.75,1.71,3.91,3.68,5.51,4.95,37,1.89,1.82,2.08,1.98,22,-0.75,1.94,1.9,2.02,1.97,1.8,3.82,4.94,"Martin O'Neill arrives at Craven Cottage yearning for a change in fortunes. His side have won only once in the Premier League since March, Sunderland having lost their last three games in all competitions and with confidence clearly fragile. ""We need to win some football matches and the sooner we do that, the better,"" said the manager. ""We have to look at points on the board now at this stage and start galvanising ourselves."" A confrontation with an expansive Fulham side, inspired by Dimitar Berbatov and the ever improving Bryan Ruiz, feels daunting – only Manchester United have scored more often than Martin Jol's team. O'Neill's luck may have to be in. Dominic Fifield",2012-11-16,fulham,sunderland,https://www.theguardian.com/football/2012/nov/16/fulham-sunderland-squad-sheets
E0,2012-11-19,west ham,stoke,1,1,D,0,1,A,C Foy,16,12,11,6,8,9,12,4,1,0,0,0,2.0,3.4,3.8,2.0,3.5,3.9,2.0,3.5,3.9,1.9,3.45,3.8,2.0,3.4,3.6,2.09,3.34,4.12,2.05,3.25,3.8,2.05,3.4,3.6,2.05,3.4,4.1,2.0,3.3,3.75,35,2.1,2.03,3.45,3.34,4.08,3.74,34,2.26,2.12,1.8,1.7,18,-0.25,1.8,1.75,2.21,2.14,2.2,3.25,3.87,"West Ham aim to consolidate their place in the top six, which would set them fair for a tilt at European football. This was not part of the script upon the London club's promotion but they have thrived as one of the season's surprise packages. Sam Allardyce's signings have been astute, individual form and confidence are positive and expectations have been readjusted, although not within the squad; they always believed they would shine. Stoke, however, are past masters at jolting opponents to earth and the captain Ryan Shawcross is buoyed by becoming a full England international. David Hytner",2012-11-16,west ham,stoke,https://www.theguardian.com/football/2012/nov/16/west-ham-stoke-city-squad-sheets
E0,2012-11-24,aston villa,arsenal,0,0,D,0,0,D,L Mason,10,13,8,6,6,9,7,6,1,0,0,0,4.75,3.75,1.73,5.0,3.8,1.65,5.0,3.8,1.65,4.7,3.6,1.7,5.0,3.5,1.73,5.06,4.11,1.72,5.0,3.4,1.75,4.33,3.8,1.73,4.8,4.0,1.75,4.5,3.75,1.73,39,5.41,4.86,4.09,3.75,1.75,1.71,37,1.71,1.63,2.34,2.24,26,0.75,2.04,1.97,1.93,1.89,4.63,3.8,1.85,"Arsenal's injury list has lessened slightly after the nadir of last week's north london derby with Tottenham, a match that Arsène Wenger's side would certainly have found a much tougher assignment were it not for Emmanuel Adebayor's moment of madness. Althout the visitors are still without Theo Walcott and Abou Diaby among others, they should still have enough about them to provide a severe test for Paul Lambert's floundering side, who are themselves coming off the back of the morale-shredding 5-0 drubbing at Manchester City last week. Rich Flower",2012-11-23,aston villa,arsenal,https://www.theguardian.com/football/2012/nov/23/aston-villa-arsenal-squad-sheets
E0,2012-11-24,everton,norwich,1,1,D,1,0,H,M Jones,14,8,9,4,10,18,4,2,0,3,0,0,1.44,4.33,7.5,1.44,4.2,7.25,1.44,4.2,7.25,1.5,4.0,6.1,1.44,4.33,7.0,1.51,4.67,7.05,1.53,4.0,6.0,1.44,4.5,7.0,1.53,4.4,7.0,1.44,4.33,7.0,38,1.54,1.48,4.61,4.18,7.3,6.92,37,1.74,1.65,2.3,2.21,26,-1.0,1.86,1.79,2.15,2.09,1.47,4.66,7.93,"David Moyes has several injury concerns plus a one-match ban for Marouane Fellaini to contend with against an in-form Norwich team that has not conceded a goal in three matches or lost in six, an impressive sequence that includes wins over Arsenal, Tottenham and Manchester United. The Everton manager was incensed with last week's defeat at Reading – ""we abused an opportunity,"" as he put it – and his team badly need to rediscover their early season momentum. Norwich keeper John Ruddy is expected to recover from a knee injury suffered in the United win in time to face his former club. Andy Hunter",2012-11-23,everton,norwich,https://www.theguardian.com/football/2012/nov/23/everton-norwich-city-premier-league
E0,2012-11-24,man united,qpr,3,1,H,0,0,D,L Probert,15,10,10,6,6,10,9,7,1,1,0,0,1.17,7.5,15.0,1.18,6.25,16.0,1.18,6.25,16.0,1.15,7.0,15.0,1.2,6.5,13.0,1.18,8.2,19.05,1.2,6.0,17.0,1.17,7.0,17.0,1.18,8.0,19.0,1.14,7.5,17.0,39,1.2,1.18,8.2,7.25,18.25,14.75,28,1.42,1.37,3.2,2.96,26,-2.0,1.93,1.88,2.04,1.99,1.17,8.8,18.26,"Sir Alex Ferguson has seen Queens Park Rangers remove Mark Hughes on the eve of their trip to Old Trafford and now believes even more that a win against the bottom club should be regulation, especially as there is not yet a Harry Redknapp or any other permanent successor to provide the 'bounce' factor that can often lift players after a managerial sacking. Instead, Mark Bowen and Eddie Niedzwiecki, Hughes' long-term lieutenants, take charge against United, who have lost their last two in all competitions. This all points to a home rout. Jamie Jackson",2012-11-23,man united,qpr,https://www.theguardian.com/football/2012/nov/23/manchester-united-qpr-squad-sheets
E0,2012-11-24,stoke,fulham,1,0,H,1,0,H,M Oliver,12,8,3,5,14,11,7,2,1,1,0,0,2.2,3.3,3.4,2.1,3.25,3.5,2.1,3.25,3.5,2.2,3.3,3.1,2.1,3.3,3.5,2.21,3.48,3.57,2.25,3.1,3.4,2.1,3.3,3.5,2.2,3.4,3.5,2.1,3.25,3.5,39,2.25,2.14,3.46,3.32,3.75,3.45,38,2.14,2.03,1.82,1.77,26,-0.25,1.89,1.85,2.08,2.02,2.23,3.38,3.6,"Fulham's surprise collapse against Sunderland last week means Martin Jol will be demanding a strong response from his players. But it will not be easy – while the visitors' goal haul is second only to Manchester United, away from home they have leaked goals in every match. With Stoke holding the best defensive home record in the league, it could be a tough ask for Dimitar Berbatov to inspire Fulham's depleted squad. Stoke have their own injury concern – Andy Wilkinson may miss out after limping off at West Ham on Monday with a back problem. Rob Clyne",2012-11-23,stoke,fulham,https://www.theguardian.com/football/2012/nov/23/stoke-city-fulham-squad-sheets
E0,2012-11-24,sunderland,west brom,2,4,A,0,2,A,M Dean,19,11,12,6,12,15,7,2,2,3,0,0,2.5,3.3,2.88,2.45,3.2,2.85,2.45,3.2,2.85,2.3,3.3,2.9,2.4,3.3,2.88,2.48,3.36,3.13,2.5,3.2,2.8,2.4,3.4,2.88,2.5,3.3,3.1,2.38,3.4,2.88,39,2.52,2.43,3.4,3.3,3.1,2.91,38,2.1,1.98,1.91,1.82,25,-0.25,2.15,2.07,1.85,1.81,2.47,3.34,3.13,"Martin O'Neill and Steve Clarke sat alongside each other at Upton Park on Monday night watching West Ham draw with Stoke and they will be back in close proximity on Saturday. While Clarke's slick counter-attacking visitors aim to enhance an unlikely European challenge, Sunderland could do with building on last Sunday's restorative win at Fulham. With Albion's Shane Long, currently challenging Luis Suárez's mantle as the division's hottest striker, O'Neill must trust his own centre-forward, Steven Fletcher, is in the mood to remind everyone precisely why he cost £12m. Louise Taylor",2012-11-23,sunderland,west brom,https://www.theguardian.com/football/2012/nov/23/sunderland-west-brom-squad-sheets
E0,2012-11-24,wigan,reading,3,2,H,0,1,A,H Webb,19,16,11,10,15,9,9,5,2,0,0,0,1.83,3.6,4.33,1.8,3.6,4.25,1.8,3.6,4.25,1.85,3.5,3.9,1.91,3.4,4.0,1.88,3.73,4.51,1.95,3.3,4.0,1.91,3.6,4.0,1.92,3.6,4.4,1.91,3.6,3.75,39,1.95,1.89,3.75,3.54,4.48,4.08,38,1.85,1.77,2.16,2.03,23,-0.75,2.2,2.14,1.8,1.76,1.93,3.54,4.34,"Jason Roberts, who was one of the scorers in a Wigan victory over Reading that secured their promotion to the Premier League in May 2005, returns to pie-land with a Royals team who claimed their first win of the season against Everton last week, and are now unbeaten in their last four. They could be unchanged, while the Latics lost Gary Caldwell with a hamstring problem as well as Ben Watson with a broken leg in last Saturday's defeat at Liverpool. Ryo Miyaichi and Franco di Santo are also doubtful for the visitors. Andy Wilson",2012-11-23,wigan,reading,https://www.theguardian.com/football/2012/nov/23/wigan-athletic-reading-squad-sheets
E0,2012-11-25,chelsea,man city,0,0,D,0,0,D,C Foy,5,11,1,7,9,16,6,11,0,3,0,0,2.5,3.5,2.7,2.55,3.3,2.65,2.55,3.3,2.65,2.6,3.2,2.6,2.62,3.25,2.7,2.59,3.62,2.8,2.62,3.1,2.8,2.6,3.5,2.6,2.62,3.5,2.8,2.5,3.5,2.62,39,2.62,2.54,3.6,3.38,2.83,2.72,29,1.68,1.61,2.38,2.26,24,-0.25,2.29,2.2,1.75,1.71,2.52,3.47,2.99,"While QPR have spared their new manager a game against one of the Manchester giants, there's no such luck for Rafa Benítez. In his first game in charge he welcomes the champions to Stamford Bridge, a team who finished fifth last time he managed a Premier League side back in 2009-10 – coincidentally the last time City got an away win at Chelsea. Both sides will be looking to get over their Champions League disappointment, with only a four-point gap between them, despite all the talk of a crisis at Roman Abramovich's Chelsea. Toby Moses",2012-11-23,chelsea,man city,https://www.theguardian.com/football/2012/nov/23/chelsea-manchester-city-squad-sheets
E0,2012-11-25,southampton,newcastle,2,0,H,1,0,H,M Atkinson,17,8,10,3,12,14,4,3,2,2,0,0,2.3,3.5,3.0,2.25,3.4,3.0,2.25,3.4,3.0,2.5,3.3,2.65,2.38,3.3,2.9,2.32,3.61,3.2,2.3,3.3,3.1,2.25,3.6,3.0,2.38,3.5,3.12,2.4,3.5,2.75,39,2.5,2.3,3.62,3.44,3.23,3.02,38,1.74,1.68,2.3,2.17,24,-0.25,2.1,1.97,1.98,1.91,2.09,3.58,3.85,"Such was the brio of Southampton's performance at Queens Park Rangers last week, in a match where their manager's job was said to be in jeopardy, that Nigel Adkins's team go into this game as slight favourites. Newcastle are stuttering and have several key first-team players unavailable through injury while Southampton are playing with a swagger, especially at home. Newcastle should at least provide a home defence that is still to keep a clean sheet with a stiffer test than QPR did, but Southampton look capable of scoring more. Paul Doyle",2012-11-23,southampton,newcastle,https://www.theguardian.com/football/2012/nov/23/southampton-newcastle-united-squad-sheets
E0,2012-11-25,swansea,liverpool,0,0,D,0,0,D,J Moss,17,21,8,14,6,10,7,6,1,0,0,0,3.4,3.5,2.1,3.5,3.4,2.05,3.5,3.4,2.05,3.2,3.3,2.15,3.5,3.3,2.1,3.57,3.74,2.12,3.4,3.3,2.15,3.25,3.5,2.1,3.5,3.7,2.15,3.4,3.4,2.1,39,3.64,3.43,3.71,3.43,2.15,2.11,38,1.85,1.78,2.14,2.02,25,0.25,2.14,2.07,1.86,1.81,3.76,3.51,2.13,"Brendan Rodgers returns to the Liberty Stadium for the first time since swapping Swansea for Liverpool. A glance at the table would suggest he made the wrong move – Swansea are one place and one point ahead of the Merseysiders – but Rodgers remains optimistic about his current club's prospects, and perhaps should be given they are undefeated in seven league games and have the division's top scorer in Luis Suárez. It was the hosts, however, who won 3-1 when these sides met in the Capital One Cup last month. Sachin Nakrani",2012-11-23,swansea,liverpool,https://www.theguardian.com/football/2012/nov/23/swansea-city-liverpool-squad-sheets
E0,2012-11-25,tottenham,west ham,3,1,H,1,0,H,A Marriner,25,10,13,6,9,10,4,2,1,2,0,0,1.67,3.75,5.5,1.57,3.9,5.75,1.57,3.9,5.75,1.65,3.6,5.1,1.57,3.8,6.0,1.67,4.1,5.62,1.7,3.4,5.5,1.67,3.8,5.25,1.67,4.0,5.5,1.57,3.75,6.0,39,1.7,1.65,4.14,3.76,6.0,5.47,38,1.75,1.68,2.3,2.16,25,-1.0,2.25,2.16,1.8,1.73,1.77,3.78,5.27,"Emmanuel Adebayor's sending-off during last week's north London derby undeniably skewed the outcome of a match Arsenal went on to win 5-2, but the reality for Tottenham is that they have lost four of their last five league games and are performing like a team short of belief and purpose. That is in contrast to West Ham, whose spirits are high following a good start to their first season back among the elite, although that is sure to be tested by the tough set of seven fixtures to come. This could prove the easiest of the lot. Sachin Nakrani",2012-11-23,tottenham,west ham,https://www.theguardian.com/football/2012/nov/23/tottenham-hotspur-west-ham-united
E0,2012-11-27,aston villa,reading,1,0,H,0,0,D,L Probert,15,11,7,6,10,5,8,3,1,0,0,0,1.95,3.4,4.0,1.9,3.4,4.0,1.9,3.4,4.0,2.0,3.4,3.5,2.0,3.25,4.0,1.98,3.67,4.13,2.0,3.2,4.0,1.95,3.5,3.8,1.95,3.6,4.1,2.0,3.4,3.75,39,2.0,1.96,3.67,3.47,4.15,3.89,38,1.92,1.86,2.06,1.93,22,-0.5,1.99,1.94,1.97,1.92,2.1,3.48,3.9,,,,,
E0,2012-11-27,sunderland,qpr,0,0,D,0,0,D,A Marriner,13,13,8,9,10,15,5,8,1,3,0,0,2.25,3.25,3.3,2.2,3.2,3.3,2.2,3.2,3.3,2.0,3.3,3.6,2.25,3.25,3.25,2.21,3.43,3.63,2.25,3.2,3.2,2.25,3.3,3.3,2.2,3.4,3.5,2.25,3.25,3.25,39,2.28,2.22,3.45,3.31,3.6,3.31,38,2.28,2.11,1.78,1.71,23,-0.25,1.97,1.92,2.0,1.95,2.37,3.29,3.39,,,,,
E0,2012-11-28,chelsea,fulham,0,0,D,0,0,D,A Taylor,17,8,13,7,10,11,10,2,3,0,0,0,1.44,4.5,7.0,1.44,4.33,7.0,1.44,4.33,7.0,1.5,4.0,6.1,1.4,4.5,7.5,1.47,4.8,7.61,1.5,4.0,7.0,1.44,4.5,6.5,1.45,4.6,8.0,1.44,4.33,7.0,39,1.5,1.45,4.82,4.37,8.0,7.03,29,1.62,1.55,2.52,2.36,25,-1.25,2.06,2.01,1.91,1.86,1.42,4.95,8.8,,,,,
E0,2012-11-28,everton,arsenal,1,1,D,1,1,D,M Oliver,14,12,10,9,15,9,6,6,2,1,0,0,2.5,3.4,2.75,2.45,3.2,2.85,2.45,3.2,2.85,2.4,3.3,2.75,2.5,3.4,2.7,2.46,3.52,3.04,2.5,3.2,2.8,2.5,3.6,2.63,2.45,3.5,3.0,2.5,3.3,2.75,39,2.5,2.45,3.6,3.37,3.04,2.83,38,1.81,1.73,2.22,2.09,23,0.0,1.8,1.76,2.2,2.09,2.42,3.47,3.14,,,,,
E0,2012-11-28,man united,west ham,1,0,H,1,0,H,M Jones,23,9,13,3,7,9,5,5,1,1,0,0,1.22,6.5,12.0,1.22,6.0,12.0,1.22,6.0,12.0,1.25,5.5,10.3,1.25,5.5,12.0,1.26,6.68,13.36,1.25,5.5,12.0,1.25,6.0,11.0,1.25,6.5,13.0,1.22,6.0,13.0,39,1.26,1.24,7.0,6.1,15.0,11.7,28,1.45,1.4,3.15,2.8,25,-1.75,1.87,1.84,2.1,2.02,1.24,6.98,14.76,,,,,
E0,2012-11-28,southampton,norwich,1,1,D,1,1,D,M Clattenburg,8,9,2,5,11,7,3,7,1,1,0,0,2.0,3.4,3.8,2.1,3.3,3.4,2.1,3.3,3.4,2.1,3.3,3.3,2.15,3.4,3.3,2.09,3.74,3.66,2.1,3.25,3.5,2.1,3.6,3.25,2.1,3.6,3.6,2.1,3.3,3.5,39,2.15,2.07,3.74,3.44,3.8,3.51,38,1.82,1.74,2.2,2.08,24,-0.25,1.85,1.78,2.17,2.08,1.98,3.69,4.09,,,,,
E0,2012-11-28,stoke,newcastle,2,1,H,0,0,D,H Webb,11,7,5,6,12,12,7,2,2,2,0,0,1.91,3.4,4.2,1.85,3.4,4.25,1.85,3.4,4.25,2.0,3.3,3.6,2.0,3.3,3.75,1.98,3.5,4.36,2.0,3.2,4.0,2.0,3.3,4.0,1.95,3.4,4.3,2.0,3.3,3.75,39,2.0,1.96,3.55,3.36,4.43,3.99,38,2.31,2.18,1.76,1.67,25,-0.25,1.75,1.67,2.35,2.24,2.15,3.31,3.94,,,,,
E0,2012-11-28,swansea,west brom,3,1,H,3,1,H,L Mason,13,6,8,2,10,16,5,2,0,4,0,0,2.3,3.4,3.1,2.3,3.3,3.0,2.3,3.3,3.0,2.4,3.2,2.85,2.38,3.25,3.0,2.3,3.58,3.26,2.3,3.25,3.1,2.3,3.4,3.0,2.3,3.5,3.2,2.38,3.4,2.88,39,2.4,2.31,3.58,3.38,3.26,3.04,38,1.89,1.8,2.09,2.0,25,-0.25,2.04,1.97,1.95,1.89,2.29,3.48,3.37,,,,,
E0,2012-11-28,tottenham,liverpool,2,1,H,2,0,H,P Dowd,14,14,7,9,4,14,1,12,1,2,0,0,2.4,3.4,2.88,2.35,3.3,2.9,2.35,3.3,2.9,2.15,3.3,3.2,2.38,3.25,3.0,2.46,3.5,3.04,2.4,3.3,2.9,2.38,3.5,2.88,2.45,3.4,3.0,2.38,3.4,2.88,39,2.5,2.38,3.51,3.38,3.2,2.93,38,1.83,1.74,2.2,2.08,25,-0.25,2.14,2.08,1.83,1.79,2.58,3.4,2.95,,,,,
E0,2012-11-28,wigan,man city,0,2,A,0,0,D,M Halsey,9,15,4,6,13,12,6,6,1,1,0,0,6.0,4.2,1.53,6.0,4.0,1.53,6.0,4.0,1.53,5.4,3.7,1.6,6.0,4.0,1.53,6.45,4.52,1.55,6.0,4.0,1.53,6.25,4.0,1.53,7.0,4.4,1.53,6.0,4.0,1.53,39,6.8,6.12,4.57,4.17,1.6,1.52,37,1.7,1.64,2.37,2.23,26,1.0,2.05,1.98,1.92,1.87,7.45,4.91,1.47,,,,,
E0,2012-12-01,arsenal,swansea,0,2,A,0,0,D,M Clattenburg,10,12,8,10,11,9,8,5,1,0,0,0,1.44,4.5,7.0,1.45,4.2,7.0,1.45,4.2,7.0,1.42,4.4,7.2,1.44,4.33,7.0,1.49,4.68,7.44,1.5,4.0,7.0,1.44,4.33,7.5,1.5,4.5,7.5,1.44,4.33,7.0,40,1.5,1.46,4.75,4.25,8.0,7.05,39,1.72,1.65,2.38,2.21,26,-1.0,1.83,1.79,2.14,2.08,1.49,4.54,7.64,"It is a measure either of Swansea's success, or of Arsenal's decline, that Michael Laudrup's side arrive at the Emirates on Saturday just one point and one place behind their hosts. Laudrup would surely prefer the former description, with Wednesday's 3-1 defeat of high-flying West Bromwich Albion confirming that the Dane has maintained the attacking vibrancy Swansea had under Brendan Rodgers last season. After two hard-fought away draws, Arsène Wenger promises Arsenal will thrive in December. A win on Saturday would be the ideal start. Paul Chronnell",2012-11-30,arsenal,swansea,https://www.theguardian.com/football/2012/nov/30/arsenal-swansea-city-squad-sheets
E0,2012-12-01,fulham,tottenham,0,3,A,0,0,D,C Foy,8,10,2,6,10,8,2,1,0,2,0,0,2.88,3.3,2.5,2.9,3.3,2.35,2.9,3.3,2.35,2.75,3.2,2.45,3.0,3.4,2.3,2.96,3.57,2.49,3.0,3.0,2.5,2.88,3.5,2.38,3.0,3.4,2.45,2.88,3.3,2.4,40,3.05,2.88,3.5,3.34,2.5,2.41,39,1.76,1.7,2.25,2.12,25,0.25,1.82,1.79,2.15,2.09,3.0,3.48,2.49,"It will be a meeting of many old friends at Craven Cottage with Mousa Dembélé and Clint Dempsey returning to face the club they left for Tottenham in the summer, while Fulham's Martin Jol and Dimitar Berbatov will spark a few fond memories among those in the away end. Despite a fine – if largely unnoticed – display against Chelsea in midweek, the Cottagers are at their lowest ebb of the season so far in terms of league position and they will find it tough against a visiting side looking to extend their winning run to three games. John Ashdown",2012-11-30,fulham,tottenham,https://www.theguardian.com/football/2012/nov/30/fulham-tottenham-hotspur-squad-sheets
E0,2012-12-01,liverpool,southampton,1,0,H,1,0,H,M Oliver,24,8,11,4,10,8,10,4,2,0,0,0,1.4,4.5,8.5,1.4,4.5,7.5,1.4,4.5,7.5,1.4,4.4,7.3,1.44,4.33,7.0,1.43,4.99,8.48,1.44,4.0,8.0,1.4,4.8,7.5,1.44,4.75,8.5,1.4,4.5,7.5,40,1.44,1.4,5.11,4.59,9.0,7.86,39,1.65,1.6,2.5,2.31,25,-1.25,1.97,1.9,2.02,1.97,1.37,5.29,9.97,"Given Southampton's manager, Nigel Adkins, and their top-scorer, Rickie Lambert, are self-confessed Liverpool supporters it is fair to say this is a fixture with significant meaning for leading figures among the visitors' ranks. Their focus, however, is on securing a fifth match without defeat and clambering out of the relegation zone. Much is at stake for the hosts, too, whose own unbeaten run was ended at White Hart Lane in midweek. Home spirits should be lifted, however, by the return of Lucas Leiva from a long-term thigh injury. Sachin Nakrani",2012-11-30,liverpool,southampton,https://www.theguardian.com/football/2012/nov/30/liverpool-southampton-squad-sheets
